Question_ID,Broad_Category,Sub_Topic,Question_String,Option_Label,Option_Text,Correct_Answer,Difficulty_Level,Explanation
CH21-008,Normalization,Age/Gender,Adult males under age 25 typically have what percentage of the claim costs of individuals aged 55-64?,A,10%,B,3,Adult males under 25 have roughly 20% of the costs of those in the 55-64 bracket29.
CH21-008,Normalization,Age/Gender,Adult males under age 25 typically have what percentage of the claim costs of individuals aged 55-64?,B,20%,B,3,Adult males under 25 have roughly 20% of the costs of those in the 55-64 bracket30.
CH21-008,Normalization,Age/Gender,Adult males under age 25 typically have what percentage of the claim costs of individuals aged 55-64?,C,50%,B,3,Adult males under 25 have roughly 20% of the costs of those in the 55-64 bracket31.
CH21-008,Normalization,Age/Gender,Adult males under age 25 typically have what percentage of the claim costs of individuals aged 55-64?,D,80%,B,3,Adult males under 25 have roughly 20% of the costs of those in the 55-64 bracket32.
CH21-009,Normalization,Geography,What is the maximum approximate variation in claim costs by geographic area for comprehensive plans?,A,#ERROR!,C,5,Variation by geographic area can be as much as +/- 50%33.
CH21-009,Normalization,Geography,What is the maximum approximate variation in claim costs by geographic area for comprehensive plans?,B,#ERROR!,C,5,Variation by geographic area can be as much as +/- 50%34.
CH21-009,Normalization,Geography,What is the maximum approximate variation in claim costs by geographic area for comprehensive plans?,C,#ERROR!,C,5,Variation by geographic area can be as much as +/- 50%35.
CH21-009,Normalization,Geography,What is the maximum approximate variation in claim costs by geographic area for comprehensive plans?,D,#ERROR!,C,5,Variation by geographic area can be as much as +/- 50%36.
CH21-010,Normalization,Benefit Plan,"What is ""induced utilization""?",A,Claims caused by fraud,B,3,Induced utilization is the pattern where richer benefits lead to higher service use37.
CH21-010,Normalization,Benefit Plan,"What is ""induced utilization""?",B,Higher utilization resulting from richer benefit plans,B,3,Induced utilization is the pattern where richer benefits lead to higher service use38.
CH21-010,Normalization,Benefit Plan,"What is ""induced utilization""?",C,Doctors recommending unnecessary tests,B,3,Induced utilization is the pattern where richer benefits lead to higher service use39.
CH21-010,Normalization,Benefit Plan,"What is ""induced utilization""?",D,Mandatory participation requirements,B,3,Induced utilization is the pattern where richer benefits lead to higher service use40.
CH21-011,Normalization,ACA Rules,"Under ACA rules for small groups, which factor is PROHIBITED from being included in geographic area factors?",A,Provider payment arrangements,D,5,"ACA requires morbidity impact to be spread across the entire single risk pool, not in area factors41."
CH21-011,Normalization,ACA Rules,"Under ACA rules for small groups, which factor is PROHIBITED from being included in geographic area factors?",B,Competitive cost relationships,D,5,"ACA requires morbidity impact to be spread across the entire single risk pool, not in area factors42."
CH21-011,Normalization,ACA Rules,"Under ACA rules for small groups, which factor is PROHIBITED from being included in geographic area factors?",C,Marketing expense differences,D,5,"ACA requires morbidity impact to be spread across the entire single risk pool, not in area factors43."
CH21-011,Normalization,ACA Rules,"Under ACA rules for small groups, which factor is PROHIBITED from being included in geographic area factors?",D,Better or worse morbidity,D,5,"ACA requires morbidity impact to be spread across the entire single risk pool, not in area factors44."
CH21-012,Projection,Trend,"What are the two major components of ""secular trend""?",A,Age and Gender,D,3,Secular trend consists of changes in utilization and unit cost for a static population45.
CH21-012,Projection,Trend,"What are the two major components of ""secular trend""?",B,Geography and Industry,D,3,Secular trend consists of changes in utilization and unit cost for a static population46.
CH21-012,Projection,Trend,"What are the two major components of ""secular trend""?",C,Deductibles and Coinsurance,D,3,Secular trend consists of changes in utilization and unit cost for a static population47.
CH21-012,Projection,Trend,"What are the two major components of ""secular trend""?",D,Utilization and Unit Cost,D,3,Secular trend consists of changes in utilization and unit cost for a static population48.
CH21-013,Projection,Trend,"Which of the following is an example of ""trend leveraging""?",A,Negotiating lower hospital per diems,C,4,Deductibles/copays increase the impact of secular trend on the insurer's net costs49.
CH21-013,Projection,Trend,"Which of the following is an example of ""trend leveraging""?",B,Using external data for small groups,C,4,Deductibles/copays increase the impact of secular trend on the insurer's net costs50.
CH21-013,Projection,Trend,"Which of the following is an example of ""trend leveraging""?",C,Fixed deductibles increasing the impact of secular trend,C,4,Deductibles/copays increase the impact of secular trend on the insurer's net costs51.
CH21-013,Projection,Trend,"Which of the following is an example of ""trend leveraging""?",D,Shifting from PPO to HMO,C,4,Deductibles/copays increase the impact of secular trend on the insurer's net costs52.
CH21-014,Manual Rates,CPDs,What is another term for Claim Probability Distributions (CPDs) if they are continuous?,A,Experience Rating,B,2,"CPDs are often called ""continuance curves"" if they are continuous53."
CH21-014,Manual Rates,CPDs,What is another term for Claim Probability Distributions (CPDs) if they are continuous?,B,Continuance curves,B,2,"CPDs are often called ""continuance curves"" if they are continuous54."
CH21-014,Manual Rates,CPDs,What is another term for Claim Probability Distributions (CPDs) if they are continuous?,C,Loss ratio curves,B,2,"CPDs are often called ""continuance curves"" if they are continuous55."
CH21-014,Manual Rates,CPDs,What is another term for Claim Probability Distributions (CPDs) if they are continuous?,D,Normalization tables,B,2,"CPDs are often called ""continuance curves"" if they are continuous56."
CH21-015,Manual Rates,CPDs,"In a CPD table, Column (8) represents the ""Value of Deductible."" What is the sum of Column (7) and Column (8)?",A,The Paid claim amount,B,5,"They always add to the total average claim cost (which is $3,000 in the text example)57."
CH21-015,Manual Rates,CPDs,"In a CPD table, Column (8) represents the ""Value of Deductible."" What is the sum of Column (7) and Column (8)?",B,The total average annual claim cost,B,5,"They always add to the total average claim cost (which is $3,000 in the text example)58."
CH21-015,Manual Rates,CPDs,"In a CPD table, Column (8) represents the ""Value of Deductible."" What is the sum of Column (7) and Column (8)?",C,The Billed charge,B,5,"They always add to the total average claim cost (which is $3,000 in the text example)59."
CH21-015,Manual Rates,CPDs,"In a CPD table, Column (8) represents the ""Value of Deductible."" What is the sum of Column (7) and Column (8)?",D,1.00 (Total Frequency),B,5,"They always add to the total average claim cost (which is $3,000 in the text example)60."
CH21-016,Manual Rates,Cost Models,"When is the ""actuarial cost model"" method most useful?",A,For plans with high deductibles only,B,3,"It's best when copays apply to specific services (HMO, PPO, POS)61."
